BallSpeed,VLA,HLA,BackSpin,SpinAxis,Carry,Offline
2,22,0,200,0,0.06382894,0
2,22,0,400,0,0.06382894,0
2,22,0,600,0,0.06382894,0
2,22,0,800,0,0.06382894,0
2,22,0,1000,0,0.063821755,0
2,22,0,1200,0,0.06379246,0
2,22,0,1400,0,0.06375643,0
2,22,0,1600,0,0.063713305,0
2,22,0,1800,0,0.06366285,0
2,22,0,2000,0,0.063604824,0
2,22,0,2200,0,0.063544124,0
2,22,0,2400,0,0.06347554,0
2,22,0,2600,0,0.06339894,0
2,22,0,2800,0,0.06331424,0
2,22,0,3000,0,0.063221306,0
2,22,0,3300,0,0.06303996,0
2,22,0,3600,0,0.0628398,0
2,22,0,3900,0,0.06262061,0
2,22,0,4200,0,0.06241948,0
2,22,0,4500,0,0.06221723,0
2,22,0,4800,0,0.061994944,0
2,22,0,5100,0,0.06173888,0
2,22,0,5400,0,0.06143556,0
2,22,0,5700,0,0.06946123,0
2,22,0,6000,0,0.069021404,0
2,22,0,6300,0,0.06854694,0
2,22,0,6600,0,0.0680459,0
2,22,0,6900,0,0.06751805,0
2,22,0,7200,0,0.06714736,0
2,22,0,7500,0,0.06683764,0
2,22,0,7800,0,0.0664954,0
2,22,0,8100,0,0.066064104,0
2,22,0,8400,0,0.06548939,0
2,22,0,8700,0,0.06488361,0
2,22,0,9000,0,0.064246275,0
2,22,0,9300,0,0.0635021,0
2,22,0,9600,0,0.06272704,0
2,22,0,9900,0,0.06192055,0
2,22,0,10200,0,0.06112995,0
2,22,0,10500,0,0.060328927,0
2,22,0,10800,0,0.06521743,0
2,22,0,11100,0,0.06409914,0
2,22,0,11400,0,0.06288577,0
2,22,0,11700,0,0.061626848,0
2,22,0,12000,0,0.060320675,0
4,22,0,200,0,0.25504768,0
4,22,0,400,0,0.25504768,0
4,22,0,600,0,0.25504768,0
4,22,0,800,0,0.25504768,0
4,22,0,1000,0,0.2550124,0
4,22,0,1200,0,0.2549512,0
4,22,0,1400,0,0.2548725,0
4,22,0,1600,0,0.2547736,0
4,22,0,1800,0,0.25465244,0
4,22,0,2000,0,0.2545075,0
4,22,0,2200,0,0.2543274,0
4,22,0,2400,0,0.25412118,0
4,22,0,2600,0,0.25388798,0
4,22,0,2800,0,0.253627,0
4,22,0,3000,0,0.2533376,0
4,22,0,3300,0,0.252864,0
4,22,0,3600,0,0.25232327,0
4,22,0,3900,0,0.25171393,0
4,22,0,4200,0,0.25103462,0
4,22,0,4500,0,0.2502841,0
4,22,0,4800,0,0.24946128,0
4,22,0,5100,0,0.24857995,0
4,22,0,5400,0,0.24765374,0
4,22,0,5700,0,0.2466519,0
4,22,0,6000,0,0.2455735,0
4,22,0,6300,0,0.2442864,0
4,22,0,6600,0,0.24292234,0
4,22,0,6900,0,0.2578072,0
4,22,0,7200,0,0.25677517,0
4,22,0,7500,0,0.25598827,0
4,22,0,7800,0,0.25509518,0
4,22,0,8100,0,0.25388917,0
4,22,0,8400,0,0.2521699,0
4,22,0,8700,0,0.25034866,0
4,22,0,9000,0,0.24842407,0
4,22,0,9300,0,0.24610516,0
4,22,0,9600,0,0.24368565,0
4,22,0,9900,0,0.24116434,0
4,22,0,10200,0,0.2387271,0
4,22,0,10500,0,0.24940492,0
4,22,0,10800,0,0.24648553,0
4,22,0,11100,0,0.2433417,0
4,22,0,11400,0,0.23988153,0
4,22,0,11700,0,0.23629574,0
4,22,0,12000,0,0.2325822,0
6,22,0,200,0,0.5729042,0
6,22,0,400,0,0.5729042,0
6,22,0,600,0,0.5729042,0
6,22,0,800,0,0.5729042,0
6,22,0,1000,0,0.57277757,0
6,22,0,1200,0,0.57270026,0
6,22,0,1400,0,0.5726045,0
6,22,0,1600,0,0.57248116,0
6,22,0,1800,0,0.5723236,0
6,22,0,2000,0,0.5721267,0
6,22,0,2200,0,0.57179505,0
6,22,0,2400,0,0.57141644,0
6,22,0,2600,0,0.5709879,0
6,22,0,2800,0,0.570507,0
6,22,0,3000,0,0.5699716,0
6,22,0,3300,0,0.56936806,0
6,22,0,3600,0,0.5686313,0
6,22,0,3900,0,0.56775624,0
6,22,0,4200,0,0.56640065,0
6,22,0,4500,0,0.5647316,0
6,22,0,4800,0,0.5629154,0
6,22,0,5100,0,0.56113905,0
6,22,0,5400,0,0.55958766,0
6,22,0,5700,0,0.55787706,0
6,22,0,6000,0,0.5560047,0
6,22,0,6300,0,0.55343926,0
6,22,0,6600,0,0.5507116,0
6,22,0,6900,0,0.5478195,0
6,22,0,7200,0,0.5462155,0
6,22,0,7500,0,0.5696732,0
6,22,0,7800,0,0.56820345,0
6,22,0,8100,0,0.56608075,0
6,22,0,8400,0,0.5628783,0
6,22,0,8700,0,0.5594673,0
6,22,0,9000,0,0.55584484,0
6,22,0,9300,0,0.5513591,0
6,22,0,9600,0,0.54666644,0
6,22,0,9900,0,0.54176444,0
6,22,0,10200,0,0.53707147,0
6,22,0,10500,0,0.5531727,0
6,22,0,10800,0,0.5477647,0
6,22,0,11100,0,0.5418898,0
6,22,0,11400,0,0.5353423,0
6,22,0,11700,0,0.528547,0
6,22,0,12000,0,0.52150035,0
8,22,0,200,0,1.01635,0
8,22,0,400,0,1.01635,0
8,22,0,600,0,1.01635,0
8,22,0,800,0,1.01635,0
8,22,0,1000,0,1.0160036,0
8,22,0,1200,0,1.0158982,0
8,22,0,1400,0,1.015797,0
8,22,0,1600,0,1.0156785,0
8,22,0,1800,0,1.015527,0
8,22,0,2000,0,1.0153303,0
8,22,0,2200,0,1.0147955,0
8,22,0,2400,0,1.0141978,0
8,22,0,2600,0,1.0135299,0
8,22,0,2800,0,1.0127867,0
8,22,0,3000,0,1.0119631,0
8,22,0,3300,0,1.0115939,0
8,22,0,3600,0,1.0110188,0
8,22,0,3900,0,1.0102264,0
8,22,0,4200,0,1.0080049,0
8,22,0,4500,0,1.0049525,0
8,22,0,4800,0,1.0016644,0
8,22,0,5100,0,0.9987518,0
8,22,0,5400,0,0.996819,0
8,22,0,5700,0,0.9946231,0
8,22,0,6000,0,0.9921578,0
8,22,0,6300,0,0.988062,0
8,22,0,6600,0,0.9836963,0
8,22,0,6900,0,0.97905624,0
8,22,0,7200,0,0.97669876,0
8,22,0,7500,0,0.97530884,0
8,22,0,7800,0,1.0065001,0
8,22,0,8100,0,1.0034604,0
8,22,0,8400,0,0.9986126,0
8,22,0,8700,0,0.9934202,0
8,22,0,9000,0,0.98787755,0
8,22,0,9300,0,0.9808252,0
8,22,0,9600,0,0.9734284,0
8,22,0,9900,0,0.9656827,0
8,22,0,10200,0,0.9583343,0
8,22,0,10500,0,0.97977906,0
8,22,0,10800,0,0.9714833,0
8,22,0,11100,0,0.96239376,0
8,22,0,11400,0,0.95214367,0
8,22,0,11700,0,0.94148666,0
8,22,0,12000,0,0.93041706,0
10,22,0,200,0,1.539129,0
10,22,0,400,0,1.539129,0
10,22,0,600,0,1.539129,0
10,22,0,800,0,1.539129,0
10,22,0,1000,0,1.5383835,0
10,22,0,1200,0,1.5381976,0
10,22,0,1400,0,1.5830053,0
10,22,0,1600,0,1.5828904,0
10,22,0,1800,0,1.5827672,0
10,22,0,2000,0,1.5826114,0
10,22,0,2200,0,1.5817742,0
10,22,0,2400,0,1.58087,0
10,22,0,2600,0,1.579886,0
10,22,0,2800,0,1.5788107,0
10,22,0,3000,0,1.5776349,0
10,22,0,3300,0,1.57802,0
10,22,0,3600,0,1.5781314,0
10,22,0,3900,0,1.577948,0
10,22,0,4200,0,1.5746355,0
10,22,0,4500,0,1.5695977,0
10,22,0,4800,0,1.5642312,0
10,22,0,5100,0,1.5599241,0
