BallSpeed,VLA,HLA,BackSpin,SpinAxis,Carry,Offline
2,38,0,200,0,0.09295672,0
2,38,0,400,0,0.09295672,0
2,38,0,600,0,0.09295672,0
2,38,0,800,0,0.09295672,0
2,38,0,1000,0,0.09293261,0
2,38,0,1200,0,0.09285556,0
2,38,0,1400,0,0.09275876,0
2,38,0,1600,0,0.09264128,0
2,38,0,1800,0,0.09250242,0
2,38,0,2000,0,0.09234159,0
2,38,0,2200,0,0.09216564,0
2,38,0,2400,0,0.09196683,0
2,38,0,2600,0,0.09174477,0
2,38,0,2800,0,0.09149917,0
2,38,0,3000,0,0.09122973,0
2,38,0,3300,0,0.09074242,0
2,38,0,3600,0,0.09020053,0
2,38,0,3900,0,0.089603454,0
2,38,0,4200,0,0.08900378,0
2,38,0,4500,0,0.0883734,0
2,38,0,4800,0,0.0876849,0
2,38,0,5100,0,0.08691867,0
2,38,0,5400,0,0.08605579,0
2,38,0,5700,0,0.08513422,0
2,38,0,6000,0,0.084153496,0
2,38,0,6300,0,0.08310323,0
2,38,0,6600,0,0.08199319,0
2,38,0,6900,0,0.08082295,0
2,38,0,7200,0,0.07981104,0
2,38,0,7500,0,0.078838885,0
2,38,0,7800,0,0.07779409,0
2,38,0,8100,0,0.07661059,0
2,38,0,8400,0,0.07522729,0
2,38,0,8700,0,0.07863164,0
2,38,0,9000,0,0.07689443,0
2,38,0,9300,0,0.07499141,0
2,38,0,9600,0,0.07301474,0
2,38,0,9900,0,0.070963934,0
2,38,0,10200,0,0.068892345,0
2,38,0,10500,0,0.06676783,0
2,38,0,10800,0,0.06770151,0
2,38,0,11100,0,0.06513548,0
2,38,0,11400,0,0.062431816,0
2,38,0,11700,0,0.062019367,0
2,38,0,12000,0,0.061037518,0
4,38,0,200,0,0.3559746,0
4,38,0,400,0,0.3559746,0
4,38,0,600,0,0.3559746,0
4,38,0,800,0,0.3559746,0
4,38,0,1000,0,0.3558949,0
4,38,0,1200,0,0.35573146,0
4,38,0,1400,0,0.35551795,0
4,38,0,1600,0,0.35524786,0
4,38,0,1800,0,0.35491636,0
