BallSpeed,VLA,HLA,BackSpin,SpinAxis,Carry,Offline
2,28,0,200,0,0.0781376,0
2,28,0,400,0,0.0781376,0
2,28,0,600,0,0.0781376,0
2,28,0,800,0,0.0781376,0
2,28,0,1000,0,0.078124955,0
2,28,0,1200,0,0.078079335,0
2,28,0,1400,0,0.07802256,0
2,28,0,1600,0,0.077954076,0
2,28,0,1800,0,0.07787346,0
2,28,0,2000,0,0.077780366,0
2,28,0,2200,0,0.077680685,0
2,28,0,2400,0,0.077568,0
2,28,0,2600,0,0.0774421,0
2,28,0,2800,0,0.07730279,0
2,28,0,3000,0,0.07714991,0
2,28,0,3300,0,0.07686272,0
2,28,0,3600,0,0.07654444,0
2,28,0,3900,0,0.07619472,0
2,28,0,4200,0,0.07585852,0
2,28,0,4500,0,0.075512305,0
2,28,0,4800,0,0.07513292,0
2,28,0,5100,0,0.074703656,0
2,28,0,5400,0,0.07420818,0
2,28,0,5700,0,0.0736791,0
2,28,0,6000,0,0.07311608,0
2,28,0,6300,0,0.07251015,0
2,28,0,6600,0,0.07186982,0
2,28,0,6900,0,0.07119473,0
2,28,0,7200,0,0.07067847,0
2,28,0,7500,0,0.07021878,0
2,28,0,7800,0,0.07654761,0
2,28,0,8100,0,0.075795345,0
2,28,0,8400,0,0.0748654,0
2,28,0,8700,0,0.073886886,0
2,28,0,9000,0,0.072858974,0
2,28,0,9300,0,0.071696416,0
2,28,0,9600,0,0.07048541,0
2,28,0,9900,0,0.06922505,0
2,28,0,10200,0,0.067967564,0
2,28,0,10500,0,0.06668247,0
2,28,0,10800,0,0.06997782,0
2,28,0,11100,0,0.06829664,0
2,28,0,11400,0,0.06649506,0
2,28,0,11700,0,0.06462507,0
2,28,0,12000,0,0.06605476,0
4,28,0,200,0,0.3121974,0
4,28,0,400,0,0.3121974,0
4,28,0,600,0,0.3121974,0
4,28,0,800,0,0.3121974,0
4,28,0,1000,0,0.3121449,0
4,28,0,1200,0,0.31204617,0
4,28,0,1400,0,0.311918,0
4,28,0,1600,0,0.31175596,0
4,28,0,1800,0,0.31155697,0
4,28,0,2000,0,0.3113184,0
4,28,0,2200,0,0.31102592,0
4,28,0,2400,0,0.3106902,0
4,28,0,2600,0,0.31030977,0
4,28,0,2800,0,0.30988342,0
4,28,0,3000,0,0.30941007,0
4,28,0,3300,0,0.30862817,0
4,28,0,3600,0,0.30773526,0
4,28,0,3900,0,0.30672896,0
4,28,0,4200,0,0.30560684,0
4,28,0,4500,0,0.30436695,0
4,28,0,4800,0,0.30300736,0
4,28,0,5100,0,0.30154434,0
4,28,0,5400,0,0.29999384,0
4,28,0,5700,0,0.29831803,0
4,28,0,6000,0,0.2965153,0
4,28,0,6300,0,0.29442587,0
4,28,0,6600,0,0.2922087,0
4,28,0,6900,0,0.2898625,0
4,28,0,7200,0,0.28816494,0
4,28,0,7500,0,0.28670838,0
4,28,0,7800,0,0.28509715,0
4,28,0,8100,0,0.28309995,0
4,28,0,8400,0,0.28049487,0
4,28,0,8700,0,0.27774107,0
4,28,0,9000,0,0.28799018,0
4,28,0,9300,0,0.284259,0
4,28,0,9600,0,0.28036594,0
4,28,0,9900,0,0.2763091,0
4,28,0,10200,0,0.27229992,0
4,28,0,10500,0,0.26822105,0
4,28,0,10800,0,0.26396126,0
4,28,0,11100,0,0.26958096,0
4,28,0,11400,0,0.26417956,0
4,28,0,11700,0,0.25858444,0
4,28,0,12000,0,0.2527927,0
6,28,0,200,0,0.6752171,0
6,28,0,400,0,0.6752171,0
6,28,0,600,0,0.6752171,0
6,28,0,800,0,0.6752171,0
6,28,0,1000,0,0.67505103,0
6,28,0,1200,0,0.6749218,0
6,28,0,1400,0,0.67476195,0
6,28,0,1600,0,0.6745579,0
6,28,0,1800,0,0.6743,0
6,28,0,2000,0,0.67398024,0
6,28,0,2200,0,0.6734853,0
6,28,0,2400,0,0.6729171,0
6,28,0,2600,0,0.67227185,0
6,28,0,2800,0,0.6715454,0
6,28,0,3000,0,0.6707346,0
6,28,0,3300,0,0.66971415,0
6,28,0,3600,0,0.66848785,0
6,28,0,3900,0,0.6670482,0
6,28,0,4200,0,0.6649918,0
6,28,0,4500,0,0.66251415,0
6,28,0,4800,0,0.65980935,0
6,28,0,5100,0,0.6570954,0
6,28,0,5400,0,0.65458685,0
6,28,0,5700,0,0.65183234,0
6,28,0,6000,0,0.64882773,0
6,28,0,6300,0,0.6686295,0
6,28,0,6600,0,0.66421145,0
6,28,0,6900,0,0.65951985,0
6,28,0,7200,0,0.65629894,0
6,28,0,7500,0,0.6536386,0
6,28,0,7800,0,0.65065217,0
6,28,0,8100,0,0.6468364,0
6,28,0,8400,0,0.6417062,0
6,28,0,8700,0,0.636258,0
6,28,0,9000,0,0.63048697,0
6,28,0,9300,0,0.6236545,0
6,28,0,9600,0,0.61650616,0
6,28,0,9900,0,0.6281241,0
6,28,0,10200,0,0.62027115,0
6,28,0,10500,0,0.61229354,0
6,28,0,10800,0,0.60393924,0
6,28,0,11100,0,0.5949702,0
6,28,0,11400,0,0.5851634,0
6,28,0,11700,0,0.5902622,0
6,28,0,12000,0,0.5790095,0
8,28,0,200,0,1.2089267,0
8,28,0,400,0,1.2089267,0
8,28,0,600,0,1.2089267,0
8,28,0,800,0,1.2089267,0
8,28,0,1000,0,1.208474,0
8,28,0,1200,0,1.2082697,0
8,28,0,1400,0,1.2080659,0
8,28,0,1600,0,1.2078302,0
8,28,0,1800,0,1.2075388,0
8,28,0,2000,0,1.2071731,0
8,28,0,2200,0,1.2063819,0
8,28,0,2400,0,1.2054895,0
8,28,0,2600,0,1.2044858,0
8,28,0,2800,0,1.2033622,0
8,28,0,3000,0,1.2021112,0
8,28,0,3300,0,1.2012001,0
8,28,0,3600,0,1.199964,0
8,28,0,3900,0,1.1983856,0
8,28,0,4200,0,1.1950244,0
8,28,0,4500,0,1.1905887,0
8,28,0,4800,0,1.1857822,0
8,28,0,5100,0,1.1813252,0
8,28,0,5400,0,1.1779277,0
8,28,0,5700,0,1.1741157,0
8,28,0,6000,0,1.1698791,0
8,28,0,6300,0,1.1636122,0
8,28,0,6600,0,1.1569197,0
8,28,0,6900,0,1.149794,0
8,28,0,7200,0,1.1452311,0
8,28,0,7500,0,1.1416749,0
8,28,0,7800,0,1.1376027,0
8,28,0,8100,0,1.162046,0
8,28,0,8400,0,1.154008,0
8,28,0,8700,0,1.1454314,0
8,28,0,9000,0,1.1363069,0
8,28,0,9300,0,1.1253015,0
8,28,0,9600,0,1.1137564,0
8,28,0,9900,0,1.1016643,0
8,28,0,10200,0,1.0898715,0
8,28,0,10500,0,1.1030697,0
8,28,0,10800,0,1.0898111,0
8,28,0,11100,0,1.0754863,0
8,28,0,11400,0,1.0596895,0
8,28,0,11700,0,1.0432639,0
8,28,0,12000,0,1.047194,0
10,28,0,200,0,1.851397,0
10,28,0,400,0,1.851397,0
10,28,0,600,0,1.851397,0
10,28,0,800,0,1.851397,0
10,28,0,1000,0,1.8504069,0
10,28,0,1200,0,1.8500177,0
10,28,0,1400,0,1.849714,0
10,28,0,1600,0,1.8494343,0
10,28,0,1800,0,1.8491337,0
