BallSpeed,VLA,HLA,BackSpin,SpinAxis,Carry,Offline
2,40,0,200,0,0.0903664,0
2,40,0,400,0,0.0903664,0
2,40,0,600,0,0.0903664,0
2,40,0,800,0,0.0903664,0
2,40,0,1000,0,0.090341836,0
2,40,0,1200,0,0.09026419,0
2,40,0,1400,0,0.0901667,0
2,40,0,1600,0,0.09004842,0
2,40,0,1800,0,0.08990864,0
2,40,0,2000,0,0.089746766,0
2,40,0,2200,0,0.08956946,0
2,40,0,2400,0,0.08936915,0
2,40,0,2600,0,0.08914547,0
2,40,0,2800,0,0.088898115,0
2,40,0,3000,0,0.088626765,0
2,40,0,3300,0,0.0881374,0
2,40,0,3600,0,0.08759311,0
2,40,0,3900,0,0.086993255,0
2,40,0,4200,0,0.086388834,0
2,40,0,4500,0,0.0857525,0
2,40,0,4800,0,0.085057616,0
2,40,0,5100,0,0.08428511,0
2,40,0,5400,0,0.08341665,0
2,40,0,5700,0,0.08248901,0
2,40,0,6000,0,0.08150173,0
2,40,0,6300,0,0.080444746,0
2,40,0,6600,0,0.08520235,0
2,40,0,6900,0,0.08385499,0
2,40,0,7200,0,0.08266557,0
2,40,0,7500,0,0.08151044,0
2,40,0,7800,0,0.08027312,0
2,40,0,8100,0,0.07888575,0
2,40,0,8400,0,0.07728623,0
2,40,0,8700,0,0.07561022,0
2,40,0,9000,0,0.07385721,0
2,40,0,9300,0,0.07194203,0
2,40,0,9600,0,0.06995345,0
2,40,0,9900,0,0.07152316,0
2,40,0,10200,0,0.06920119,0
2,40,0,10500,0,0.06682391,0
2,40,0,10800,0,0.06436259,0
2,40,0,11100,0,0.06445699,0
2,40,0,11400,0,0.06151593,0
2,40,0,11700,0,0.060713056,0
2,40,0,12000,0,0.0573257,0
4,40,0,200,0,0.36109155,0
4,40,0,400,0,0.36109155,0
4,40,0,600,0,0.36109155,0
4,40,0,800,0,0.36109155,0
4,40,0,1000,0,0.36100563,0
4,40,0,1200,0,0.36082694,0
4,40,0,1400,0,0.36059338,0
4,40,0,1600,0,0.36029792,0
4,40,0,1800,0,0.35993546,0
4,40,0,2000,0,0.35950187,0
4,40,0,2200,0,0.35897952,0
4,40,0,2400,0,0.35837996,0
4,40,0,2600,0,0.3577008,0
4,40,0,2800,0,0.3569399,0
4,40,0,3000,0,0.35609555,0
4,40,0,3300,0,0.35469,0
4,40,0,3600,0,0.35308775,0
4,40,0,3900,0,0.35128453,0
4,40,0,4200,0,0.3492765,0
4,40,0,4500,0,0.3470601,0
4,40,0,4800,0,0.34463218,0
4,40,0,5100,0,0.34201014,0
4,40,0,5400,0,0.33921105,0
4,40,0,5700,0,0.33619094,0
4,40,0,6000,0,0.33294734,0
4,40,0,6300,0,0.32930088,0
4,40,0,6600,0,0.32543024,0
4,40,0,6900,0,0.32133368,0
4,40,0,7200,0,0.31786877,0
4,40,0,7500,0,0.31457442,0
4,40,0,7800,0,0.31101108,0
4,40,0,8100,0,0.31774172,0
4,40,0,8400,0,0.31253594,0
4,40,0,8700,0,0.30705997,0
4,40,0,9000,0,0.3013126,0
4,40,0,9300,0,0.29494584,0
4,40,0,9600,0,0.2883217,0
4,40,0,9900,0,0.28144118,0
4,40,0,10200,0,0.2823302,0
4,40,0,10500,0,0.27478817,0
4,40,0,10800,0,0.26696977,0
4,40,0,11100,0,0.25877893,0
4,40,0,11400,0,0.25597337,0
4,40,0,11700,0,0.2466101,0
4,40,0,12000,0,0.24186422,0
6,40,0,200,0,0.7883199,0
6,40,0,400,0,0.7883199,0
6,40,0,600,0,0.7883199,0
6,40,0,800,0,0.7883199,0
6,40,0,1000,0,0.78807944,0
6,40,0,1200,0,0.81021416,0
6,40,0,1400,0,0.8098707,0
6,40,0,1600,0,0.80943435,0
6,40,0,1800,0,0.808888,0
6,40,0,2000,0,0.80821836,0
6,40,0,2200,0,0.80728585,0
6,40,0,2400,0,0.80621046,0
6,40,0,2600,0,0.8049847,0
6,40,0,2800,0,0.8036018,0
6,40,0,3000,0,0.8020563,0
6,40,0,3300,0,0.799852,0
6,40,0,3600,0,0.7972525,0
6,40,0,3900,0,0.79424417,0
6,40,0,4200,0,0.79034346,0
6,40,0,4500,0,0.7857812,0
6,40,0,4800,0,0.78078544,0
6,40,0,5100,0,0.77561057,0
6,40,0,5400,0,0.7705043,0
6,40,0,5700,0,0.7649296,0
6,40,0,6000,0,0.7588787,0
6,40,0,6300,0,0.75162613,0
6,40,0,6600,0,0.7438966,0
6,40,0,6900,0,0.73568445,0
6,40,0,7200,0,0.7289254,0
6,40,0,7500,0,0.7225852,0
6,40,0,7800,0,0.7156716,0
6,40,0,8100,0,0.7076311,0
6,40,0,8400,0,0.69794333,0
6,40,0,8700,0,0.6877034,0
6,40,0,9000,0,0.69237673,0
6,40,0,9300,0,0.67964286,0
6,40,0,9600,0,0.66634995,0
6,40,0,9900,0,0.6524973,0
6,40,0,10200,0,0.63858587,0
6,40,0,10500,0,0.6243381,0
6,40,0,10800,0,0.6210378,0
6,40,0,11100,0,0.60467887,0
6,40,0,11400,0,0.58728063,0
6,40,0,11700,0,0.5786318,0
6,40,0,12000,0,0.5594395,0
8,40,0,200,0,1.4073627,0
8,40,0,400,0,1.4073627,0
8,40,0,600,0,1.4073627,0
8,40,0,800,0,1.4073627,0
8,40,0,1000,0,1.4067413,0
8,40,0,1200,0,1.4063063,0
8,40,0,1400,0,1.4058433,0
8,40,0,1600,0,1.4052998,0
8,40,0,1800,0,1.4046371,0
8,40,0,2000,0,1.4038247,0
8,40,0,2200,0,1.4024479,0
8,40,0,2400,0,1.400878,0
8,40,0,2600,0,1.399098,0
8,40,0,2800,0,1.3970942,0
8,40,0,3000,0,1.3948541,0
8,40,0,3300,0,1.3924398,0
8,40,0,3600,0,1.3894291,0
8,40,0,3900,0,1.3857924,0
8,40,0,4200,0,1.3798579,0
8,40,0,4500,0,1.3724428,0
8,40,0,4800,0,1.3643547,0
8,40,0,5100,0,1.3564153,0
8,40,0,5400,0,1.3494266,0
8,40,0,5700,0,1.368897,0
8,40,0,6000,0,1.3600372,0
8,40,0,6300,0,1.3485119,0
8,40,0,6600,0,1.3361866,0
8,40,0,6900,0,1.3230488,0
8,40,0,7200,0,1.3125283,0
8,40,0,7500,0,1.3028,0
8,40,0,7800,0,1.2921057,0
8,40,0,8100,0,1.2794927,0
8,40,0,8400,0,1.2640595,0
8,40,0,8700,0,1.247678,0
8,40,0,9000,0,1.230336,0
8,40,0,9300,0,1.2105966,0
8,40,0,9600,0,1.2100556,0
8,40,0,9900,0,1.1876445,0
8,40,0,10200,0,1.1651689,0
8,40,0,10500,0,1.1421216,0
8,40,0,10800,0,1.1180334,0
8,40,0,11100,0,1.108309,0
8,40,0,11400,0,1.0799681,0
8,40,0,11700,0,1.0506419,0
8,40,0,12000,0,1.0332208,0
10,40,0,200,0,2.200425,0
10,40,0,400,0,2.200425,0
10,40,0,600,0,2.200425,0
10,40,0,800,0,2.200425,0
10,40,0,1000,0,2.199044,0
10,40,0,1200,0,2.1981995,0
10,40,0,1400,0,2.1974547,0
10,40,0,1600,0,2.196706,0
10,40,0,1800,0,2.1958766,0
10,40,0,2000,0,2.194907,0
10,40,0,2200,0,2.1928766,0
10,40,0,2400,0,2.190621,0
10,40,0,2600,0,2.1881084,0
10,40,0,2800,0,2.1853108,0
10,40,0,3000,0,2.1822052,0
10,40,0,3300,0,2.1801772,0
10,40,0,3600,0,2.1773329,0
10,40,0,3900,0,2.1736164,0
10,40,0,4200,0,2.165108,0
10,40,0,4500,0,2.1537359,0
10,40,0,4800,0,2.1414077,0
10,40,0,5100,0,2.1300054,0
10,40,0,5400,0,2.1213725,0
10,40,0,5700,0,2.1116366,0
10,40,0,6000,0,2.100766,0
10,40,0,6300,0,2.0850012,0
10,40,0,6600,0,2.0680985,0
10,40,0,6900,0,2.0824015,0
10,40,0,7200,0,2.0679204,0
10,40,0,7500,0,2.0547404,0
10,40,0,7800,0,2.0401344,0
10,40,0,8100,0,2.0226736,0
10,40,0,8400,0,2.0009978,0
10,40,0,8700,0,1.9778984,0
10,40,0,9000,0,1.9533513,0
10,40,0,9300,0,1.9250681,0
10,40,0,9600,0,1.8953607,0
10,40,0,9900,0,1.889561,0
10,40,0,10200,0,1.8574502,0
10,40,0,10500,0,1.8244922,0
10,40,0,10800,0,1.7899312,0
10,40,0,11100,0,1.753071,0
10,40,0,11400,0,1.733407,0
10,40,0,11700,0,1.6909422,0
10,40,0,12000,0,1.6646228,0
12,40,0,200,0,3.1208653,0
12,40,0,400,0,3.1208653,0
12,40,0,600,0,3.1208653,0
12,40,0,800,0,3.1208653,0
12,40,0,1000,0,3.118835,0
12,40,0,1200,0,3.1172998,0
12,40,0,1400,0,3.116111,0
12,40,0,1600,0,3.11509,0
12,40,0,1800,0,3.1141047,0
12,40,0,2000,0,3.1568565,0
12,40,0,2200,0,3.1536202,0
12,40,0,2400,0,3.1501703,0
12,40,0,2600,0,3.1464527,0
12,40,0,2800,0,3.1424193,0
12,40,0,3000,0,3.138031,0
12,40,0,3300,0,3.1357613,0
12,40,0,3600,0,3.1324906,0
12,40,0,3900,0,3.1281269,0
12,40,0,4200,0,3.1176353,0
12,40,0,4500,0,3.1034627,0
12,40,0,4800,0,3.088037,0
12,40,0,5100,0,3.0736349,0
12,40,0,5400,0,3.0624955,0
12,40,0,5700,0,3.0498927,0
12,40,0,6000,0,3.0357764,0
12,40,0,6300,0,3.015785,0
12,40,0,6600,0,2.9942467,0
12,40,0,6900,0,2.971123,0
12,40,0,7200,0,2.9534147,0
12,40,0,7500,0,2.975552,0
12,40,0,7800,0,2.9570997,0
12,40,0,8100,0,2.9347546,0
12,40,0,8400,0,2.906642,0
12,40,0,8700,0,2.87657,0
12,40,0,9000,0,2.8444986,0
12,40,0,9300,0,2.8070867,0
12,40,0,9600,0,2.7676907,0
12,40,0,9900,0,2.7262812,0
12,40,0,10200,0,2.7154083,0
12,40,0,10500,0,2.6718626,0
12,40,0,10800,0,2.6260605,0
12,40,0,11100,0,2.5769677,0
12,40,0,11400,0,2.5493028,0
12,40,0,11700,0,2.492462,0
12,40,0,12000,0,2.4333823,0
14,40,0,200,0,4.2458777,0
14,40,0,400,0,4.2458777,0
14,40,0,600,0,4.2458777,0
14,40,0,800,0,4.2458777,0
14,40,0,1000,0,4.242865,0
14,40,0,1200,0,4.2400227,0
14,40,0,1400,0,4.2379365,0
14,40,0,1600,0,4.2363157,0
14,40,0,1800,0,4.234948,0
14,40,0,2000,0,4.233672,0
14,40,0,2200,0,4.2286577,0
14,40,0,2400,0,4.223508,0
14,40,0,2600,0,4.218136,0
14,40,0,2800,0,4.2124705,0
14,40,0,3000,0,4.2064486,0
14,40,0,3300,0,4.254038,0
14,40,0,3600,0,4.250289,0
14,40,0,3900,0,4.2452726,0
14,40,0,4200,0,4.232978,0
14,40,0,4500,0,4.216284,0
14,40,0,4800,0,4.1980543,0
14,40,0,5100,0,4.180793,0
14,40,0,5400,0,4.1669655,0
14,40,0,5700,0,4.151315,0
14,40,0,6000,0,4.1337686,0
