BallSpeed,VLA,HLA,BackSpin,SpinAxis,Carry,Offline
2,6,0,200,0,0.019569123,0
2,6,0,400,0,0.019569123,0
2,6,0,600,0,0.019569123,0
2,6,0,800,0,0.019569123,0
2,6,0,1000,0,0.019568853,0
2,6,0,1200,0,0.019564822,0
2,6,0,1400,0,0.019560251,0
2,6,0,1600,0,0.01955511,0
2,6,0,1800,0,0.019549383,0
2,6,0,2000,0,0.019543048,0
2,6,0,2200,0,0.019537648,0
2,6,0,2400,0,0.019531619,0
2,6,0,2600,0,0.019524947,0
2,6,0,2800,0,0.019517628,0
2,6,0,3000,0,0.019509653,0
2,6,0,3300,0,0.01948831,0
2,6,0,3600,0,0.019465469,0
2,6,0,3900,0,0.019441122,0
2,6,0,4200,0,0.019426862,0
2,6,0,4500,0,0.019416848,0
2,6,0,4800,0,0.01940526,0
2,6,0,5100,0,0.019387847,0
2,6,0,5400,0,0.019360367,0
2,6,0,5700,0,0.019331314,0
2,6,0,6000,0,0.019300675,0
2,6,0,6300,0,0.019266145,0
2,6,0,6600,0,0.028634196,0
2,6,0,6900,0,0.028555596,0
2,6,0,7200,0,0.028551767,0
2,6,0,7500,0,0.028583014,0
2,6,0,7800,0,0.028609999,0
2,6,0,8100,0,0.02860845,0
2,6,0,8400,0,0.028554404,0
2,6,0,8700,0,0.02849637,0
2,6,0,9000,0,0.02843431,0
2,6,0,9300,0,0.028334858,0
2,6,0,9600,0,0.028231548,0
2,6,0,9900,0,0.02812435,0
2,6,0,10200,0,0.028035209,0
2,6,0,10500,0,0.02795288,0
2,6,0,10800,0,0.027866289,0
2,6,0,11100,0,0.027764538,0
2,6,0,11400,0,0.027636938,0
2,6,0,11700,0,0.027505232,0
2,6,0,12000,0,0.027369378,0
4,6,0,200,0,0.07822143,0
4,6,0,400,0,0.07822143,0
4,6,0,600,0,0.07822143,0
4,6,0,800,0,0.07822143,0
4,6,0,1000,0,0.07821524,0
4,6,0,1200,0,0.07820824,0
4,6,0,1400,0,0.07819987,0
4,6,0,1600,0,0.0781899,0
4,6,0,1800,0,0.07817817,0
4,6,0,2000,0,0.07816454,0
4,6,0,2200,0,0.078145795,0
4,6,0,2400,0,0.07812496,0
4,6,0,2600,0,0.07810198,0
4,6,0,2800,0,0.078076765,0
4,6,0,3000,0,0.07804929,0
4,6,0,3300,0,0.07800835,0
4,6,0,3600,0,0.07796206,0
4,6,0,3900,0,0.07791031,0
4,6,0,4200,0,0.077853,0
4,6,0,4500,0,0.07779003,0
4,6,0,4800,0,0.07772134,0
4,6,0,5100,0,0.07765151,0
4,6,0,5400,0,0.07758508,0
4,6,0,5700,0,0.077512704,0
4,6,0,6000,0,0.07743434,0
4,6,0,6300,0,0.0773084,0
4,6,0,6600,0,0.07717648,0
4,6,0,6900,0,0.07703856,0
4,6,0,7200,0,0.077103004,0
4,6,0,7500,0,0.07726479,0
4,6,0,7800,0,0.096341036,0
4,6,0,8100,0,0.09640575,0
4,6,0,8400,0,0.096304186,0
4,6,0,8700,0,0.09619209,0
4,6,0,9000,0,0.0960694,0
4,6,0,9300,0,0.095823266,0
4,6,0,9600,0,0.095566936,0
4,6,0,9900,0,0.09530036,0
4,6,0,10200,0,0.09509799,0
4,6,0,10500,0,0.09492195,0
4,6,0,10800,0,0.09473475,0
4,6,0,11100,0,0.094499394,0
4,6,0,11400,0,0.09417936,0
4,6,0,11700,0,0.09384865,0
4,6,0,12000,0,0.0935072,0
6,6,0,200,0,0.17584462,0
6,6,0,400,0,0.17584462,0
6,6,0,600,0,0.17584462,0
6,6,0,800,0,0.17584462,0
6,6,0,1000,0,0.17581645,0
